"atomic_index","parent_queue_index","local_atom_index","proposed_id","source_file","line_number","domain_family","semantic_kind","semantic_context","duplicate_status","readiness","wolfram_status","atomic_equation","wolfram_form_hint","formation_method","formation_inputs","formation_note","source_tag","mint_status","minted_id","mint_batch"
"1310","1275","1","PHONE2_NEXT+1310","AntipodalEntanglementProtocol.txt","706","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""Vectorize"" → True,","""Vectorize"" -> True,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1275; staged only.","PHONE2","unminted","",""
"1311","1276","1","PHONE2_NEXT+1311","AntipodalEntanglementProtocol.txt","712","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ParallelStrategy = ThreadPool[","ParallelStrategy = ThreadPool[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1276; staged only.","PHONE2","unminted","",""
"1312","1277","1","PHONE2_NEXT+1312","AntipodalEntanglementProtocol.txt","713","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","NumThreads → SystemCPUCount[],","NumThreads -> SystemCPUCount[],","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1277; staged only.","PHONE2","unminted","",""
"1313","1278","1","PHONE2_NEXT+1313","AntipodalEntanglementProtocol.txt","715","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Scheduling → WorkStealing,","Scheduling -> WorkStealing,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1278; staged only.","PHONE2","unminted","",""
"1314","1279","1","PHONE2_NEXT+1314","AntipodalEntanglementProtocol.txt","716","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Affinity → NUMA","Affinity -> NUMA","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1279; staged only.","PHONE2","unminted","",""
"1315","1280","1","PHONE2_NEXT+1315","AntipodalEntanglementProtocol.txt","723","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Latency → TimeTo[FirstResult],","Latency -> TimeTo[FirstResult],","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1280; staged only.","PHONE2","unminted","",""
"1316","1281","1","PHONE2_NEXT+1316","AntipodalEntanglementProtocol.txt","724","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CacheMisses → HardwareCounter[""LLC-miss""],","CacheMisses -> HardwareCounter[""LLC-miss""],","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1281; staged only.","PHONE2","unminted","",""
"1317","1282","1","PHONE2_NEXT+1317","AntipodalEntanglementProtocol.txt","725","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","BranchMispredictions → HardwareCounter[""branch-miss""],","BranchMispredictions -> HardwareCounter[""branch-miss""],","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1282; staged only.","PHONE2","unminted","",""
"1318","1283","1","PHONE2_NEXT+1318","AntipodalEntanglementProtocol.txt","726","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","IPCycles → InstructionsPerCycle","IPCycles -> InstructionsPerCycle","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1283; staged only.","PHONE2","unminted","",""
"1319","1284","1","PHONE2_NEXT+1319","BBmaping.txt","8","quantum_entanglement","Functor","### **§1.1 Categorical Functor: Server-Client Hemispherical Decomposition**","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","AntipodalBlobEntanglement := Module[","AntipodalBlobEntanglement := Module[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1284; staged only.","PHONE2","unminted","",""
"1320","1286","1","PHONE2_NEXT+1320","BBmaping.txt","12","geometry_topology","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","hemispherePartition[blob_, sphereMapping_] := With[","hemispherePartition[blob_, sphereMapping_] := With[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1286; staged only.","PHONE2","unminted","",""
"1321","1287","1","PHONE2_NEXT+1321","BBmaping.txt","17","quantum_entanglement","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""EntanglementTensor"" → TensorProduct[","""EntanglementTensor"" -> TensorProduct[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1287; staged only.","PHONE2","unminted","",""
"1322","1288","1","PHONE2_NEXT+1322","BBmaping.txt","25","quantum_entanglement","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","entanglementOperator = CompiledFunction[","entanglementOperator = CompiledFunction[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1288; staged only.","PHONE2","unminted","",""
"1323","1289","1","PHONE2_NEXT+1323","BBmaping.txt","32","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CompilationTarget → ""C"",","CompilationTarget -> ""C"",","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1289; staged only.","PHONE2","unminted","",""
"1324","1290","1","PHONE2_NEXT+1324","BBmaping.txt","33","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","RuntimeOptions → ""Speed""","RuntimeOptions -> ""Speed""","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1290; staged only.","PHONE2","unminted","",""
"1325","1291","1","PHONE2_NEXT+1325","BBmaping.txt","37","geometry_topology","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","measurementCollapse[hemisphereState_] := Module[","measurementCollapse[hemisphereState_] := Module[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1291; staged only.","PHONE2","unminted","",""
"1326","1292","1","PHONE2_NEXT+1326","BBmaping.txt","39","geometry_topology","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","measured = RandomChoice[hemisphereState]","measured = RandomChoice[hemisphereState]","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1292; staged only.","PHONE2","unminted","",""
"1327","1293","1","PHONE2_NEXT+1327","BBmaping.txt","42","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""Collapsed"" → measured,","""Collapsed"" -> measured,","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1293; staged only.","PHONE2","unminted","",""
"1328","1294","1","PHONE2_NEXT+1328","BBmaping.txt","43","quantum_entanglement","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""Entangled"" → antipodal,","""Entangled"" -> antipodal,","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1294; staged only.","PHONE2","unminted","",""
"1329","1295","1","PHONE2_NEXT+1329","BBmaping.txt","55","optimization_computation","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","SphericalBlobCollisionKernel := Module[","SphericalBlobCollisionKernel := Module[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1295; staged only.","PHONE2","unminted","",""
"1330","1296","1","PHONE2_NEXT+1330","BBmaping.txt","59","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","collisionDetector = CompiledFunction[","collisionDetector = CompiledFunction[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1296; staged only.","PHONE2","unminted","",""
"1331","1297","1","PHONE2_NEXT+1331","BBmaping.txt","87","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","distanceMatrix = Outer[","distanceMatrix = Outer[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1297; staged only.","PHONE2","unminted","",""
"1332","1298","1","PHONE2_NEXT+1332","BBmaping.txt","96","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","čechFiltration = Select[","čechFiltration = Select[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1298; staged only.","PHONE2","unminted","",""
"1333","1299","1","PHONE2_NEXT+1333","BBmaping.txt","104","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""IntersectionVolume"" → Total[Map[","""IntersectionVolume"" -> Total[Map[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1299; staged only.","PHONE2","unminted","",""
"1334","1300","1","PHONE2_NEXT+1334","BBmaping.txt","110","geometry_topology","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""TopologicalSignature"" → PersistentHomology[čechFiltration]","""TopologicalSignature"" -> PersistentHomology[čechFiltration]","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1300; staged only.","PHONE2","unminted","",""
"1335","1301","1","PHONE2_NEXT+1335","BBmaping.txt","124","quantum_entanglement","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","SparseBlobTensorArchitecture := Module[","SparseBlobTensorArchitecture := Module[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1301; staged only.","PHONE2","unminted","",""
"1336","1303","1","PHONE2_NEXT+1336","BBmaping.txt","128","quantum_entanglement","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","hierarchicalTensor = SparseArray[","hierarchicalTensor = SparseArray[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1303; staged only.","PHONE2","unminted","",""
"1337","1304","1","PHONE2_NEXT+1337","BBmaping.txt","141","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","compressionKernel = CompiledFunction[","compressionKernel = CompiledFunction[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1304; staged only.","PHONE2","unminted","",""
"1338","1305","1","PHONE2_NEXT+1338","BBmaping.txt","147","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","mortonCode = Function[{x, y, z},","mortonCode = Function[{x, y, z},","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1305; staged only.","PHONE2","unminted","",""
"1339","1306","1","PHONE2_NEXT+1339","BBmaping.txt","156","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","quadtree = Nest[","quadtree = Nest[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1306; staged only.","PHONE2","unminted","",""
"1340","1307","1","PHONE2_NEXT+1340","BBmaping.txt","171","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","compressedIndices = Cases[","compressedIndices = Cases[","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1307; staged only.","PHONE2","unminted","",""
"1341","1308","1","PHONE2_NEXT+1341","BBmaping.txt","174","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","<|""morton"" → First[Keys[node]],","<|""morton"" -> First[Keys[node]],","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1308; staged only.","PHONE2","unminted","",""
"1342","1309","1","PHONE2_NEXT+1342","BBmaping.txt","175","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""bits"" → Compress[Values[node][[All, ""bit""]]]|>,","""bits"" -> Compress[Values[node][[All, ""bit""]]]|>,","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1309; staged only.","PHONE2","unminted","",""
"1343","1310","1","PHONE2_NEXT+1343","BBmaping.txt","180","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""CompressedSize"" → ByteCount[compressedIndices],","""CompressedSize"" -> ByteCount[compressedIndices],","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1310; staged only.","PHONE2","unminted","",""
"1344","1311","1","PHONE2_NEXT+1344","BBmaping.txt","181","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""CompressionRatio"" → N[Length[blobData]/ByteCount[compressedIndices]],","""CompressionRatio"" -> N[Length[blobData]/ByteCount[compressedIndices]],","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1311; staged only.","PHONE2","unminted","",""
"1345","1312","1","PHONE2_NEXT+1345","BBmaping.txt","182","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""SparseRepresentation"" → compressedIndices,","""SparseRepresentation"" -> compressedIndices,","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1312; staged only.","PHONE2","unminted","",""
"1346","1313","1","PHONE2_NEXT+1346","BBmaping.txt","183","general_math","Functor","(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""MemoryFootprint"" → ByteCount[compressedIndices] +","""MemoryFootprint"" -> ByteCount[compressedIndices] +","Phone2 atomic equation extraction","BBmaping.txt","Atomized from Phone2 parent queue row 1313; staged only.","PHONE2","unminted","",""
