isabelle_sid,source_id,kind,label,source,line,digest
5434,D5062,Definition,ID5557: Reinforcement Learning ExpectedOutcomes Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5557,5063,2355123e8ecae714d2a692bdf9ba9fc4ebfac91e
5435,D5063,Definition,ID5558: With Organoid Systems NovelCapabilities Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5558,5064,cab7a47795a0a10063bdd0956298c051617cb291
5436,D5064,Definition,ID5559: Relation: 153600 = Optimal Classical Compression of 10^9 Quantum States Implementation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5559,5065,ac7d02826c29415d16d87809caba7f29a5045f87
5437,D5065,Definition,ID5560: Phase Field Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5560,5066,24874a319f2c3db1e8c0f00ddff87a786903d0ba
5438,D5066,Definition,ID5561: Phase Field Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5561,5067,5bc58a885c49a85a16c47ff04728751bdc041c48
5439,D5067,Definition,ID5562: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5562,5068,45e7fdedb1db647bf6082166cfa34c3671e72da1
5440,D5068,Definition,ID5563: Kinetic Term Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5563,5069,77297e58b899f4583f43953c6af6792be9700643
5441,D5069,Definition,ID5564: Kinetic Term Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5564,5070,4a8624886759174f2176ba1e8f05ade318578910
5442,D5070,Definition,ID5565: Spectral Gap Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5565,5071,febc8251b4602848f38fab91799c1777a276f2aa
5443,D5071,Definition,ID5566: Kinetic Term Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5566,5072,e1174b5a2583826b6bf374d93074701fb6d61ab9
5444,D5072,Definition,ID5567: Phase Field Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5567,5073,d09f655296972eebd0ae5d7f46530c9ae8f132ac
5445,D5073,Definition,ID5568: Angular Velocity Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5568,5074,ff151b3bceaec57c0d0bd2ab6d3d9284b92a1cd2
5446,D5074,Definition,ID5569: Wavefunction Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5569,5075,fd776f5553cf0aadeea9bdd8ed7680a12d3aa245
5447,D5075,Definition,ID5570: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5570,5076,3dde1680f2cd5f18211d7adc86c8fcb15dd1bec6
5448,D5076,Definition,ID5571: Angular Velocity Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5571,5077,71f0e783c4bee810fad5e55498db47f4923cd22a
5449,D5077,Definition,ID5572: Phase Field Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5572,5078,71257858948c5987ac9f74f797f2d5935b2969eb
5450,D5078,Definition,ID5573: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5573,5079,efa7400c0957de438b564779b3439b6cb300759f
5451,D5079,Definition,ID5574: Curvature Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5574,5080,04e86d7d6724bd79f6d383beef46431115685bfb
5452,D5080,Definition,ID5575: Phase Field Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5575,5081,8dad83ba35466c69f2de36c5e89cd9652bc0ccfd
5453,D5081,Definition,ID5576: Wavefunction Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5576,5082,962f393bc3bd79b8d2ee00bb24283878009d2376
5454,D5082,Definition,ID5577: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5577,5083,4f49e5d1fe7009dbdb2e194671c559eba5ca8777
5455,D5083,Definition,ID5578: Angular Velocity Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5578,5084,fe2ff551ecf08afa54f3446fc7ede3dfc615169f
5456,D5084,Definition,ID5579: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5579,5085,f8f337540c0ae29e6948bf9a415aa9b8517990e8
5457,D5085,Definition,ID5580: Quantum State Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5580,5086,9e562dde1bb3db5f2c70c529fcb803181f095d04
5458,D5086,Definition,ID5581: Kinetic Term Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5581,5087,ce3508cfef298474f4bca846648c06c48c1b64ed
5459,D5087,Definition,ID5582: Simple Spatial Kernel Ij Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5582,5088,5b322f3a55ad11c1d7d87376a194fb368cde3622
5460,D5088,Definition,ID5583: Secondary Phase Layer Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5583,5089,d521f17808bccdb37f9e1abbf28ffdc8e71385a9
5461,D5089,Definition,ID5584: Would Be One Full Revolution Later Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5584,5090,c721fe1a81e5fe492deceb87bccf897b4168ddce
5462,D5090,Definition,ID5585: Planets Instantaneous Angular Velocity Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5585,5091,66b46499f0412b85876e8fb3ad846d128f48a0a5
5463,D5091,Definition,ID5586: Goes Around Star When Unperturbed Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5586,5092,cc280bcddea9059dc08bca30060d3a72416c972d
5464,D5092,Definition,ID5587: Corresponds Standard Independent Keplerian Motion Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5587,5093,d5538a3694cf706d0b3fe2ba4353f54cb4750e7b
5465,D5093,Definition,ID5588: Catch Up ContentReference Oaicite Index Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5588,5094,2265e4f772aa28ded76a5ef608e76561282037e3
5466,D5094,Definition,ID5589: Body Problem Onto Reduced Phase Space Focusing Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5589,5095,535c2f8bfbccf2a9de9c3660729cf10af01f12d2
5467,D5095,Definition,ID5590: Ij ContentReference Oaicite Index Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5590,5096,244a807082e5774b75dec82da18b3c442a9ecb70
5468,D5096,Definition,ID5591: Can Be Used Specific Form Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5591,5097,e704e2f1d5dee073e3e9c4d0d81c5a2f7cdc3fe3
5469,D5097,Definition,ID5592: Coupled Orbital Phases We Introduce Complex Order Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5592,5098,3be8f6d3317b9621fa4a0825a660734d8edfcaa4
5470,D5098,Definition,ID5593: As Argument Angle That Average Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5593,5099,aa95861202f6ec794b6d043ebb5b4e21bdba5f68
5471,D5099,Definition,ID5594: That Case One Can Show Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5594,5100,961e40b8b5027f1bbb4ca320e2bc8f94301ab841
5472,D5100,Definition,ID5595: Wavefunction Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5595,5101,6d076e081680cb0ee7d990eef96ab58f4f4ee30b
5473,D5101,Definition,ID5596: All Time ContentReference Oaicite Index Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5596,5102,bfa830ca0170a626ed925394ec369a3b133a8c3c
5474,D5102,Definition,ID5597: Couplings Generalized Phase Evolution Might Be Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5597,5103,a8e7bea82c410a3654a20e09e17b6449cb56288e
5475,D5103,Definition,ID5598: Wavefunction Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5598,5104,c32b65923d6a9ece27e8d5ce530b78455959de44
5476,D5104,Definition,ID5599: We Can Write Kuramoto Like for Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5599,5105,32b1e36a2b5080c7a504e7762a2119b4f70115b5
5477,D5105,Definition,ID5600: We Can Detect When System Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5600,5106,52e0c3ec3956db7333c25b3d37570fef99a38f89
5478,D5106,Definition,ID5601: Relative Some Fixed Reference Direction Eg Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5601,5107,621ccf60ed670f4dd2d8313b5cc674bd98d583a6
5479,D5107,Definition,ID5602: ContentReference Oaicite Index Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5602,5108,5237e993a41982e439b76b3df4b77aaeb7e106ae
5480,D5108,Definition,ID5603: Radians Between Two Strands for Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5603,5109,261f5b218f42d6d7c2021047f56c3e02b0aa85e4
5481,D5109,Definition,ID5604: Theta Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5604,5110,f8b1298321e506ccb6e46fab6cccec0788798f8c
5482,D5110,Definition,ID5605: Phase Angle Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5605,5111,db11cf695d8db2a467566453476a7baedce96705
5483,D5111,Definition,ID5606: Density Divergence Field Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5606,5112,2a83c0109c798b2266118c94612ad8b238489188
5484,D5112,Definition,ID5607: Potential Energy Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5607,5113,569ebd980fb60149dcc31abdf80b469cf218416b
5485,D5113,Definition,ID5608: Phase Angle Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5608,5114,4ce696ba1c51d5ed66fb439f9d03f99b38e11195
5486,D5114,Definition,ID5609: Phase Angle Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5609,5115,7fe19fe0b3679faaf6b1299703b1120f58261018
5487,D5115,Definition,ID5610: Main Chemical Potential Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5610,5116,ccc2c27942f38495274a244c1c98f80e9f70cfa2
5488,D5116,Definition,ID5611: Magnetization Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5611,5117,777a478ad4a159499d0af4e3dcda880833355480
5489,D5117,Definition,ID5612: Lagrangian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5612,5118,7f9ea5b5ee039c2340c789e40d751c26c40f450e
5490,D5118,Definition,ID5613: Permittivity Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5613,5119,4065e54e2668a8bcb14e3aea5d9e72f43f2ba1b7
5491,D5119,Definition,ID5614: Theta Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5614,5120,783e3d0df1914cf6a7daaa8fc04184d0f7e4da63
5492,D5120,Definition,ID5615: Define Time Varying Axis Direction Adjustable Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5615,5121,f804d0f2270f3bd8041f2607bc1a8991250997b4
5493,D5121,Definition,ID5616: So It Remains Never Ending Detail Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5616,5122,c94aee5d01d31222344d9c185be50e7fada3d063
5494,D5122,Definition,ID5617: Modulate Properties Example Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5617,5123,0c4195a2b1f5afb5c7a9c43fc417c9bf39ad50c2
5495,D5123,Definition,ID5618: Switches Discretely Your Addressability You Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5618,5124,cb3a38666e7e0b124f58c96d0d85417dc0dd17c5
5496,D5124,Definition,ID5619: Dipole Vector Potential Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5619,5125,13635acf96f4f6d9c1665635a94e4d6a6b81727a
5497,D5125,Definition,ID5620: Dipole Vector Potential Divergence Field Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5620,5126,4a53fa0a48573d8df26acac14a6aa9ebeebcc1e4
5498,D5126,Definition,ID5622: Quantum Chemical Potential Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5622,5128,2fe73d9d809981bfc5addaff0fe8cf6c54c0195f
5499,D5127,Definition,ID5623: Pi Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5623,5129,b66ae1defef6f3c973e17fb267c07df6c2f1cac1
5500,D5128,Definition,ID5624: Mode Frequency Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5624,5130,06f490a482475c6bda5a1645eb81ce4b1a5eec4e
5501,D5129,Definition,ID5626: Relation: v_max / C ∼ 10^5 / (3 × 10^8) ∼ 3 × 10^-4,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5626,5132,6d56ca269b34b383441c36169ce62380f0bcf95c
5502,D5130,Definition,ID5627: Tunnel Quantum Hamiltonian Laplacian Operator,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5627,5133,98c4cf5995a4a75d50fdb6adcc2736798767e9f1
5503,D5131,Definition,ID5628: Stress-Energy Tensor,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5628,5134,c2e75a5a923db6e501ae0bd2d28ad3870d6f6c49
5504,D5132,Definition,ID5629: Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5629,5135,d245853c03430ba06263f5dec61c19fca52443d8
5505,D5133,Definition,ID5630: Orb Orbital Closure Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5630,5136,a3b982a52190b6452fdbbb4fb38460ff5f47e314
5506,D5134,Definition,ID5631: Quantum State Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5631,5137,8cf2827c6cb3698ab882c93d77c62f2d171e6f90
5507,D5135,Definition,ID5632: Curvature Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5632,5138,20adc3042712dfc2ca1b486823ec31c4abbb3a11
5508,D5136,Definition,ID5633: Curvature Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5633,5139,263395376541f60723f3bf916b0b4c421e2648c3
5509,D5137,Definition,ID5634: Minimal Output with Meta Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5634,5140,6bacb4a836c321c556e727bb0f7e5d89a8602c28
5510,D5138,Definition,ID5635: Minimal Output with Meta Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5635,5141,431d8b80184e05adeb95a309e69fff85695a68f6
5511,D5139,Definition,ID5636: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5636,5142,77ddc22df7e81dfdfe007135a8677a624d126d3d
5512,D5140,Definition,ID5637: Kinetic Term Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5637,5143,aeba349e1598edbc1de7a1fe69b9e23f995e3c03
5513,D5141,Definition,ID5638: Kinetic Term Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5638,5144,68329df4e9515152d8a417f7033deacadac81f4f
5514,D5142,Definition,ID5639: Kinetic Term Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5639,5145,a59d563aa2c14243da68b6307a0ae478e48d87fe
5515,D5143,Definition,ID5641: Quantum State Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5641,5147,b2d4911f3df0449ebded114025f7555b79059bf5
5516,D5144,Definition,ID5642: Phase Field Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5642,5148,45eed870cb9c16168fecf281ed9f0d2c592679df
5517,D5145,Definition,ID5643: Ratio Angular Velocity Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5643,5149,47034c94e1861719a0a77aa242a8be0a0b3df5c4
5518,D5146,Definition,ID5644: Wavefunction Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5644,5150,f48272c82407c0cda5418d1d1cc59d5aa1e1fb70
5519,D5147,Definition,ID5645: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5645,5151,4a18c538622003d726b2942f469348a9cab8a59b
5520,D5148,Definition,ID5646: Angular Velocity Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5646,5152,9d7046c4633eb69f416d231e47365d87a2bd2927
5521,D5149,Definition,ID5647: Displacement Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5647,5153,0add664910e8fdb3e530118c971eb74db893eac4
5522,D5150,Definition,ID5648: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5648,5154,6c7b3f96455a4ae566b170eea13b7f70f8a2beca
5523,D5151,Definition,ID5649: Curvature Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5649,5155,19ed556d4480c664b2ec9d73e8bbced37f62f531
5524,D5152,Definition,ID5650: Kinetic Term Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5650,5156,d1db2dd5fef8d2ac4114dda99a4cc12735a72ff8
5525,D5153,Definition,ID5651: Phase Angle Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5651,5157,d69297775dea8d1484e3413f0840df57530f2c3b
5526,D5154,Definition,ID5653: Ensemble Curvature Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5653,5159,2229ca5892cd01c46d73ccb89b25579dbfb7581d
5527,D5155,Definition,ID5654: Propagator Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5654,5160,0c9100b4fb5f1c017e2fae89d8ce8988511bdb06
5528,D5156,Definition,ID5656: Minimal Output with Meta Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5656,5162,206469ce8d721d4de6cd2c650bae0b70c414bb37
5529,D5157,Definition,ID5657: Magnetic Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5657,5163,59decf1cacbd41f5a1f6ed4057a3c4a8fe8dce90
5530,D5158,Definition,ID5659: Self-Energy Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5659,5165,eeee0c9278c1d9479bab827987b773e174f88850
5531,D5159,Definition,ID5660: Dphi Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5660,5166,22e70175477bdb5cfb3532497112b62502908ac7
5532,D5160,Definition,ID5661: Magnetic Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5661,5167,af1a3bd803b97834c80d2366d303f05d91470087
5533,D5161,Definition,ID5662: Magnetic Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5662,5168,089fbd0aa6211fed642a639de4e5ad69bed0a9bb
5534,D5162,Definition,ID5663: Magnetic Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5663,5169,75a3c9d48beef11ef1dffc49532f9656231fccb0
5535,D5163,Definition,ID5664: Potential Energy Functional,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5664,5170,531e2087fb152352285608f8e53d9b5cee3dfb1c
5536,D5164,Definition,ID5665: Potential Energy Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5665,5171,12c5f8f76fbd9d4ce523ce44cc55bf489a326256
5537,D5165,Definition,ID5666: Mech Field Strength Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5666,5172,52a8888a59e958cb2a6969de30602dfc0a94434e
5538,D5166,Definition,ID5667: Vector Potential Laplacian Operator,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5667,5173,445d8f39805f6dc7864c539ec749fbaae1c1ce13
5539,D5167,Definition,ID5668: Vector Potential Functional,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5668,5174,e2c2f93295b5aed23411b90dba86f35b835bb790
5540,D5168,Definition,ID5669: Magnetic Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5669,5175,8bd3bf3e252a389bed12b4d9180c90f47d5082f8
5541,D5169,Definition,ID5670: Phase Angle Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5670,5176,70b18778d81f089c2e52dc8308c976a8614494cd
5542,D5170,Definition,ID5671: Phi Curvature Matter Term ER Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5671,5177,901ecbe984501aad2dcfe0cf045084cfdcb50de2
5543,D5171,Definition,ID5672: Superconducting Term Describing Paired Creation Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5672,5178,e648463fda3fbab657d2216d9884543bb481344b
5544,D5172,Definition,ID5673: Frequency Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5673,5179,009842e45686b0e3629ba05f1120dd096a4dc85d
5545,D5173,Definition,ID5674: Times ℝ Fiber Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5674,5180,e0eb7e692c2b4f11056e3c28608217379e28c2ef
5546,D5174,Definition,ID5675: Modal Frequency Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5675,5181,2377596aaf2039dfe95ffecb4702b60e11cb8cba
5547,D5175,Definition,ID5676: Angular Velocity Divergence Field Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5676,5182,10a9ee6fa8ef558af6166740ffa548a236a3ea03
5548,D5176,Definition,ID5677: Quantum State Wave Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5677,5183,9a63d5d8e4527ea7b6757c11aa2fe78a4429fd22
5549,D5177,Definition,ID5678: Definition of _vac,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5678,5184,0178dc90921c22021c2ee581b712f54f74818c28
5550,D5178,Definition,ID5680: Differential Operator,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5680,5186,2bfeca6e4cf628b6037513cdddb9fc1e3e2df412
5551,D5179,Definition,ID5681: Quantum State Wave Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5681,5187,037d8ad468f2b9bea2484fb8edbad5796784cccb
5552,D5180,Definition,ID5682: Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5682,5188,4d84f5030f2eb86fc9c53e3438025d54b2840854
5553,D5181,Definition,ID5683: Tachocline Shear Opposing Polarities Em Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5683,5189,9938d6a8ef19190e58d6c3a68facb4ed8600e70c
5554,D5182,Definition,ID5684: Potential Energy Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5684,5190,19555c75b0b2201b6c550ac19dae989db9a350d0
5555,D5183,Definition,ID5685: Capacitance Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5685,5191,17de4e78a001306634742e7474c48e1b873b607a
5556,D5184,Definition,ID5686: Tunnel Pressure Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5686,5192,ea3b2f2d63d4747c1e7ebb343ea7bab31e52140c
5557,D5185,Definition,ID5687: Inst Action Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5687,5193,86dc8346f1193384ef368eca6a4921612487afa7
5558,D5186,Definition,ID5688: Barrier Potential Energy Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5688,5194,495d1ea7911991d69604d0382fff7b4d81a142e8
5559,D5187,Definition,ID5689: Helix Twist Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5689,5195,b225c492a1c7352d0af3b1e592e48755924f2087
5560,D5188,Definition,ID5690: Psi Entangled ⟩ Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5690,5196,a1c31c192499dada63024ea49cc3121f7ff43a55
5561,D5189,Definition,ID5691: Helix Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5691,5197,5b35af81d1eef84045e71d96c5eb949d04aa9cf0
5562,D5190,Definition,ID5692: Tunnel Vector Potential Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5692,5198,7ba35175e7291ce38ba2d0a5ba838855169d7b77
5563,D5191,Definition,ID5693: Classical Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5693,5199,319de699777b5c1ad2b4285d78d1aa78622aa4e1
5564,D5192,Definition,ID5694: Rotating Gyromagnetic Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5694,5200,4166c231bfdb67e0827786d2ff2bb42f03e920d8
